year,spl_adjusted,spp_adjusted,price_diff,price_diff_adjusted,percent_increase,percent_increase_adjusted,days_between_sales
1990,132960,24125,60156,108835,481,451,184
1990,25620,27020,0,-1400,0,-5,31
1990,111630,96500,11000,15130,22,16,92
1990,53632,64518,-4122,-10886,-12,-17,31
1990,155550,163050,518,-7500,1,-5,184
1990,164700,146680,14000,18020,18,12,122
1990,228750,197825,22500,30925,22,16,245
1990,66579,81137,-5658,-14558,-13,-18,365
1990,66429,34740,18300,31689,102,91,214
1990,50325,56831,-1946,-6506,-7,-11,184
1990,56730,57418,1250,-688,4,-1,306
1990,46623,40530,4477,6093,21,15,31
1990,127185,77200,29500,49985,74,65,334
1990,45750,90197,-21734,-44447,-47,-49,184
1990,195810,191070,8000,4740,8,2,334
1990,12627,48250,-18100,-35623,-72,-74,122
1990,128100,115153,10335,12947,17,11,214
1990,98412,85596,9427,12816,21,15,245
1990,272670,287570,0,-14900,0,-5,334
1990,71370,48250,14000,23120,56,48,184
1990,115162,121455,0,-6293,0,-5,31
1990,32025,80342,-24128,-48317,-58,-60,184
1990,77775,28950,27500,48825,183,169,122
1990,73200,115800,-20000,-42600,-33,-37,245
1990,136853,144331,0,-7478,0,-5,92
1990,86010,78165,6500,7845,16,10,306
2016,579000,520150,64000,58850,12,11,344
2016,450000,300000,150000,150000,50,50,209
2016,401600,3000,398600,398600,13287,13287,41
2016,783500,783500,0,0,0,0,130
2016,375000,232200,142800,142800,62,62,207
2016,653500,535900,117600,117600,22,22,218
2016,425000,275730,152000,149270,56,54,266
2016,300000,212000,88000,88000,42,42,115
2016,159000,165619,-4979,-6619,-3,-4,335
2016,220001,250000,-29999,-29999,-12,-12,106
2016,215000,156550,60000,58450,39,37,236
2016,315000,267850,47150,47150,18,18,21
2016,531000,192405,340500,338595,179,176,355
2016,193500,188958,4542,4542,2,2,194
2016,950000,810001,139999,139999,17,17,48
2016,425000,387320,37680,37680,10,10,179
2016,549900,315000,234900,234900,75,75,188
2016,312000,3000,309000,309000,10300,10300,100
2016,910000,565000,345000,345000,61,61,133
2016,495000,230000,265000,265000,115,115,212
2016,315000,284315,33500,30685,12,11,357
2016,380000,3000,377000,377000,12567,12567,55
2016,10000,15000,-5000,-5000,-33,-33,1
2016,297500,139353,159527,158147,116,113,302
2016,655000,315120,343000,339880,110,108,288
2016,460000,230000,230000,230000,100,100,153
2016,375000,190000,185000,185000,97,97,150
2016,253000,12000,241000,241000,2008,2008,23
2016,240000,164000,76000,76000,46,46,135
2016,245000,225000,20000,20000,9,9,91
2016,332000,181071,150929,150929,83,83,149
2016,192000,150000,42000,42000,28,28,138
2016,399900,242775,157125,157125,65,65,195
2016,590000,343400,250000,246600,74,72,331
2016,159968,10,159958,159958,1599580,1599580,55
2016,244650,334572,-89922,-89922,-27,-27,5
2016,217485,257000,-39515,-39515,-15,-15,64
2016,499900,503000,-3100,-3100,-1,-1,195
2016,185000,161067,23933,23933,15,15,47
2016,520000,240000,280000,280000,117,117,182
2016,155000,3000,152000,152000,5067,5067,41
2016,365000,165001,199999,199999,121,121,33
2016,407000,345500,61500,61500,18,18,47
2016,6000,10000,-4000,-4000,-40,-40,60
2016,208900,171000,37900,37900,22,22,30
2016,327000,127000,200000,200000,157,157,197
2016,645000,385000,260000,260000,68,68,161
2016,299900,207000,92900,92900,45,45,104
2016,438291,25000,413291,413291,1653,1653,62
2016,12000,3500,8500,8500,243,243,62
2016,220000,173647,46353,46353,27,27,179
2016,185000,415245,-226134,-230245,-55,-55,223
2016,339000,195435,145500,143565,75,73,279
2016,319750,160000,159750,159750,100,100,178
2016,719500,719500,0,0,0,0,62
2016,285500,210154,77427,75346,37,36,251
2016,850000,333300,520000,516700,158,155,352
2016,270000,200000,70000,70000,35,35,1
2016,265000,10,264990,264990,2649900,2623662,237
2016,151000,2500,148500,148500,5940,5940,53
2016,208000,27000,181000,181000,670,670,45
2016,375000,410000,-35000,-35000,-9,-9,1
2016,435000,275000,160000,160000,58,58,190
2016,435000,3000,432000,432000,14400,14400,44
2016,380000,205000,175000,175000,85,85,108
2016,138900,161000,-22100,-22100,-14,-14,122
2016,222400,10000,212400,212400,2124,2124,37
2016,287000,168533,118467,118467,70,70,167
2016,255000,3000,252000,252000,8400,8400,80
2016,275000,168836,106164,106164,63,63,106
2016,91800,178500,-86700,-86700,-49,-49,22
2016,303860,342500,-38640,-38640,-11,-11,7
2016,225900,278842,-50181,-52942,-18,-19,310
2016,340000,53733,286799,286267,539,533,337
2016,245900,220076,25824,25824,12,12,190
2016,410000,139380,272000,270620,197,194,253
2016,500000,252500,250000,247500,100,98,223
2016,295000,195000,100000,100000,51,51,35
2016,509000,615000,-106000,-106000,-17,-17,196
2016,244000,147000,97000,97000,66,66,153
2016,450000,262550,190050,187451,73,71,342
2016,299000,240000,59000,59000,25,25,115
2016,249000,228210,23050,20791,10,9,298
2016,258414,244950,13464,13464,6,6,123
2016,303000,230355,72645,72645,32,32,175
2016,375000,202000,175000,173000,88,86,284
2016,525000,357500,167500,167500,47,47,193
2016,205119,221840,-16721,-16721,-8,-8,122
2016,105000,103788,1212,1212,1,1,32
2016,294500,201984,92516,92516,46,46,104
2016,269000,145000,124000,124000,86,86,176
2016,385000,385820,3000,-820,1,0,240
2016,320000,140000,180000,180000,129,129,16
2016,341000,190000,151000,151000,79,79,150
2016,320000,208500,111500,111500,53,53,58
2016,385000,290000,95000,95000,33,33,115
2016,178100,173449,4651,4651,3,3,177
2016,206000,235000,-29000,-29000,-12,-12,153
2016,212000,20000,192000,192000,960,960,133
2016,432000,239370,195000,192630,82,80,296
2016,45000,45000,0,0,0,0,8
2016,12000,3500,8500,8500,243,243,36
2016,113800,10000,103800,103800,1038,1038,19
2016,274500,176000,98500,98500,56,56,92
2016,350000,325000,25000,25000,8,8,62
2016,220000,176815,43185,43185,24,24,151
2016,512000,263610,251000,248390,96,94,314
2016,215000,199000,16000,16000,8,8,74
2016,300000,230000,70000,70000,30,30,94
2016,300000,750000,-450000,-450000,-60,-60,108
2016,264000,171500,92500,92500,54,54,50
2016,750000,262600,490000,487400,188,186,324
2016,676750,360570,319750,316180,90,88,247
2016,143650,5000,138650,138650,2773,2773,21
2016,392500,126250,267500,266250,214,211,324
2016,201000,166200,34800,34800,21,21,100
2016,272000,815000,-543000,-543000,-67,-67,125
2016,295000,181000,114000,114000,63,63,109
2016,250000,204020,48000,45980,24,23,319
2016,20000,3000,17000,17000,567,567,34
2016,399900,297950,104900,101950,36,34,242
2016,198975,230309,-31334,-31334,-14,-14,19
2016,440000,368650,75000,71350,21,19,201
2016,450000,350000,100000,100000,29,29,132
2016,218500,152000,66500,66500,44,44,66
2016,430000,300000,130000,130000,43,43,135
2016,700000,430000,270000,270000,63,63,86
2016,443900,338350,108900,105550,33,31,318
2016,740000,705990,41000,34010,6,5,262
2016,140000,2500,137500,137500,5500,5500,106
2016,265000,1075400,-799752,-810400,-75,-75,365
2016,70000,70700,0,-700,0,-1,257
2016,995000,935000,60000,60000,6,6,114
2016,200001,9500,190501,190501,2005,2005,122
2016,335000,200000,135000,135000,68,68,96
2016,171000,100,170900,170900,170900,170900,144
2016,166120,1000,165120,165120,16512,16512,126
2016,410000,177760,234000,232240,133,131,259
2016,595000,595900,5000,-900,1,0,355
2016,399000,254520,147000,144480,58,57,277
2016,178500,181461,-1164,-2961,-1,-2,217
2016,340000,340000,0,0,0,0,48
2016,280000,151600,128400,128400,85,85,109
2016,425500,322190,106500,103310,33,32,203
2016,314100,161000,153100,153100,95,95,95
2016,133748,135084,1,-1336,0,-1,233
2016,650000,361580,292000,288420,82,80,245
2016,233500,6500,227000,227000,3492,3492,3
2016,206900,204500,2400,2400,1,1,66
2016,496500,315120,184500,181380,59,58,196
2016,287000,165363,121637,121637,74,74,98
2016,245000,3000,242000,242000,8067,8067,30
2016,789900,328250,464900,461650,143,141,292
2016,385000,61000,324000,324000,531,531,160
2016,510450,282800,230450,227650,82,81,196
2016,240000,145000,95000,95000,66,66,132
2016,330000,251000,79000,79000,31,31,140
2016,525000,282000,243000,243000,86,86,130
2016,268000,175000,93000,93000,53,53,95
2016,420000,413473,6527,6527,2,2,75
2016,449900,484800,-30100,-34900,-6,-7,230
2016,295000,181800,115000,113200,64,62,260
2016,404000,294146,109854,109854,37,37,20
2016,395150,203000,192150,192150,95,95,173
2016,550000,291890,261000,258110,90,88,302
2016,222000,171700,52000,50300,31,29,187
2016,245000,171700,73300,73300,43,43,53
2016,445000,325000,120000,120000,37,37,109
2016,527000,447935,83500,79065,19,18,189
2016,340000,173140,166860,166860,96,96,146
2016,250740,5050,245740,245690,4915,4865,198
2016,126600,3000,123600,123600,4120,4120,20
2016,317000,190000,127000,127000,67,67,135
2016,585000,409050,180000,175950,44,43,301
2016,246000,205000,41000,41000,20,20,1
2016,594444,513080,86444,81364,17,16,325
2016,230000,181000,49000,49000,27,27,110
2016,535000,465000,70000,70000,15,15,3
2016,659900,378750,284900,281150,76,74,216
2016,215000,150000,65000,65000,43,43,125
2016,697000,252500,447000,444500,179,176,275
2016,322000,320041,1959,1959,1,1,106
2016,205000,205000,0,0,0,0,93
2016,165000,108000,57000,57000,53,53,124
2016,375000,323099,55100,51901,17,16,305
2016,221000,160000,61000,61000,38,38,101
2016,270000,232090,37910,37910,16,16,139
2016,155000,133500,21500,21500,16,16,17
2016,265000,235000,30000,30000,13,13,13
2016,725000,330329,397942,394671,122,119,264
2016,290000,177558,114200,112442,65,63,216
2016,289000,180000,109000,109000,61,61,42
2016,380000,170369,211318,209631,125,123,249
2016,817000,395920,425000,421080,108,106,253
2016,91500,129216,-36437,-37716,-28,-29,319
2016,50000,50500,0,-500,0,-1,336
2016,299900,141299,160000,158601,114,112,365
2016,160039,206040,-43961,-46001,-22,-22,203
2016,640000,404000,240000,236000,60,58,170
2016,192000,157016,34984,34984,22,22,127
2016,405000,202000,205000,203000,103,101,253
2016,223000,3500,219500,219500,6271,6271,38
2016,430000,252500,180000,177500,72,70,244
2016,362000,90900,272000,271100,302,298,247
2016,244900,230219,14681,14681,6,6,30
2016,510000,270428,242250,239573,90,89,286
2016,400000,324715,78500,75285,24,23,240
2016,225000,615250,-390250,-390250,-63,-63,63
2016,335000,149000,186000,186000,125,125,93
2016,281050,249046,34470,32004,14,13,181
2016,317000,173500,143500,143500,83,83,123
2016,650000,242400,410000,407600,171,168,219
2016,231000,207858,25200,23142,12,11,255
2016,287501,5000,282501,282501,5650,5650,25
2016,380000,193581,186419,186419,96,96,88
2016,619900,404000,219900,215900,55,53,292
2016,530000,354510,179000,175490,51,50,195
2016,200000,164000,36000,36000,22,22,131
2016,315000,235424,79576,79576,34,34,96
2016,263000,150000,113000,113000,75,75,127
2016,275000,140000,135000,135000,96,96,88
2016,399900,262600,139900,137300,54,52,231
2016,360000,348450,15000,11550,4,3,323
2016,452000,452783,-783,-783,0,0,72
2016,510000,101,509900,509899,509900,504851,229
2016,750000,274720,478000,475280,176,173,262
2016,203000,3075,199925,199925,6502,6502,29
2016,235000,203544,33471,31456,17,15,177
2016,294146,2000,292146,292146,14607,14607,57
2016,275359,4250,271109,271109,6379,6379,71
2016,150000,230000,-80000,-80000,-35,-35,1
2016,175585,240000,-64415,-64415,-27,-27,13
2016,194000,7000,187000,187000,2671,2671,91
2016,759000,313100,449000,445900,145,142,224
2016,380000,230000,150000,150000,65,65,131
2016,650000,333300,320000,316700,97,95,309
2016,272000,423190,-147000,-151190,-35,-36,337
2016,420000,265000,155000,155000,58,58,96
2016,330000,210000,120000,120000,57,57,76
2016,270000,215000,55000,55000,26,26,2
2016,257000,2500,254500,254500,10180,10180,17
2016,235000,210000,25000,25000,12,12,69
2016,191625,270706,-76401,-79081,-29,-29,231
2016,2500,1250,1250,1250,100,100,86
2016,390000,318150,75000,71850,24,23,278
2016,465000,305525,162500,159475,54,52,158
2016,250000,175000,75000,75000,43,43,75
2016,500000,227250,275000,272750,122,120,311
2016,428000,350000,78000,78000,22,22,9
2016,260000,123725,137500,136275,112,110,235
2016,180200,178000,2200,2200,1,1,142
2016,25000,7500,17500,17500,233,233,15
2016,650000,353500,300000,296500,86,84,356
2016,308000,182154,127650,125847,71,69,237
2016,300000,283472,19335,16528,7,6,268
2016,299900,141299,160000,158601,114,112,272
2016,619000,161600,459000,457400,287,283,276
2016,340000,227428,112572,112572,50,50,3
2016,170000,149500,20500,20500,14,14,3
2016,450000,450000,0,0,0,0,1
2016,333500,232000,101500,101500,44,44,146
2016,664900,219473,447600,445427,206,203,279
2016,3500,2000,1500,1500,75,75,15
2016,230000,229648,352,352,0,0,64
2016,584900,132815,453400,452085,345,340,272
2016,227428,255000,-27572,-27572,-11,-11,61
2016,300000,218714,81286,81286,37,37,11
2016,405000,237350,170000,167650,72,71,336
2016,295000,160000,135000,135000,84,84,79
2016,265000,147955,117045,117045,79,79,43
2016,699000,490000,209000,209000,43,43,90
2016,293000,192402,100598,100598,52,52,59
2016,245900,177127,70527,68773,40,39,148
2016,515000,328250,190000,186750,58,57,199
2016,286000,107060,180000,178940,170,167,167
2016,225000,187860,39000,37140,21,20,259
2016,689000,689000,0,0,0,0,20
2016,242000,212100,32000,29900,15,14,259
2016,1049000,489850,564000,559150,116,114,220
2016,240000,1500,238500,238500,15900,15900,15
2016,226900,221087,8002,5813,4,3,290
2016,505000,250184,257293,254816,104,102,154
2016,171500,171500,0,0,0,0,55
2016,585000,454500,135000,130500,30,29,198
2016,279900,10,279890,279890,2798900,2771187,351
2016,650000,464600,190000,185400,41,40,146
2016,255000,127376,127624,127624,100,100,105
2016,368000,206000,162000,162000,79,79,72
2016,400000,187195,214658,212805,116,114,352
2016,258000,156550,103000,101450,66,65,268
2016,245950,245950,0,0,0,0,5
2016,673000,323200,353000,349800,110,108,292
2016,305000,128775,177500,176225,139,137,174
2016,785000,439350,350000,345650,80,79,235
2016,629900,530250,104900,99650,20,19,201
2016,215000,3000,212000,212000,7067,7067,27
2016,205000,126250,80000,78750,64,62,193
2016,489950,293405,199450,196545,69,67,286
2016,360000,211501,148499,148499,70,70,116
2016,215000,203800,11200,11200,6,6,135
2016,260000,225000,35000,35000,16,16,88
2016,390000,185000,205000,205000,111,111,115
2016,416000,227250,191000,188750,85,83,165
2016,300000,235000,65000,65000,28,28,110
2016,555000,267650,290000,287350,109,107,312
2016,315000,79700,235300,235300,295,295,4
2016,1050000,456520,598000,593480,132,130,342
2016,206001,178164,29601,27837,17,16,248
2016,5000,5000,0,0,0,0,68
2016,229000,210080,21000,18920,10,9,262
2016,444000,369450,74550,74550,20,20,7
2016,116059,300000,-183941,-183941,-61,-61,7
2016,651000,355000,296000,296000,83,83,134
2016,325000,25250,300000,299750,1200,1187,259
2016,705000,358550,350000,346450,99,97,266
2016,594500,352490,245500,242010,70,69,218
2016,949700,515100,439700,434600,86,84,246
2016,300000,176750,125000,123250,71,70,213
2016,227000,222490,6713,4510,3,2,355
2016,234900,149849,85051,85051,57,57,105
2016,444000,282800,164000,161200,59,57,265
2016,287900,173720,115900,114180,67,66,288
2016,550000,348450,205000,201550,59,58,181
2016,450000,262600,190000,187400,73,71,337
2016,312000,233668,78332,78332,34,34,89
2016,305000,171700,135000,133300,79,78,260
2016,223000,110000,113000,113000,103,103,69
2016,400000,285000,115000,115000,40,40,75
2016,215000,115000,100000,100000,87,87,5
2016,301000,185592,117246,115408,64,62,144
2016,222500,172710,51500,49790,30,29,191
2016,290000,189378,100622,100622,53,53,103
2016,440000,249864,192610,190136,78,76,144
2016,215000,222196,-4996,-7196,-2,-3,319
2016,500000,282800,220000,217200,79,77,275
2016,744900,517625,232400,227275,45,44,344
2016,370000,200990,171000,169010,86,84,228
2016,400500,400500,0,0,0,0,1
2016,257000,148975,109500,108025,74,73,155
2016,230000,109080,122000,120920,113,111,324
2016,200000,139380,62000,60620,45,43,256
2016,275000,242000,33000,33000,14,14,11
2016,715000,181800,535000,533200,297,293,346
2016,425200,387840,41200,37360,11,10,211
2016,392795,90900,302795,301895,336,332,315
2016,400000,151500,250000,248500,167,164,162
2016,290000,187500,102500,102500,55,55,98
2016,383000,217150,168000,165850,78,76,276
2016,311500,300000,11500,11500,4,4,9
2016,206000,212601,-4496,-6601,-2,-3,275
2016,100,100,0,0,0,0,9
2016,572500,575700,2500,-3200,0,-1,311
2016,253000,251490,4000,1510,2,1,240
2016,3075,75,3000,3000,4000,4000,28
2016,259700,346430,-83300,-86730,-24,-25,254
2016,410500,252000,158500,158500,63,63,125
2016,272000,221657,52538,50343,24,23,152
2016,463000,219675,245500,243325,113,111,291
2016,384000,191900,194000,192100,102,100,281
2016,188299,186365,1934,1934,1,1,27
2016,450000,294000,156000,156000,53,53,108
2016,340000,3000,337000,337000,11233,11233,99
2016,235000,124432,111800,110568,91,89,131
2016,429900,220229,209671,209671,95,95,90
2016,549900,151500,399900,398400,267,263,313
2016,510000,362590,151000,147410,42,41,214
2016,381200,181800,201200,199400,112,110,350
2016,390000,332000,58000,58000,17,17,17
2016,128341,3500,124841,124841,3567,3567,97
2016,542000,230000,312000,312000,136,136,72
2016,278500,153116,126900,125384,84,82,242
2016,324900,255000,69900,69900,27,27,79
2016,969900,545400,429900,424500,80,78,210
2016,275000,425000,-150000,-150000,-35,-35,76
2016,171700,170000,1700,1700,1,1,24
2016,300000,256035,46500,43965,18,17,235
2016,112500,112500,0,0,0,0,1
2016,309500,202513,108992,106987,54,53,343
2016,382000,247000,135000,135000,55,55,70
2016,350000,232300,120000,117700,52,51,153
2016,469000,278659,193100,190341,70,68,332
2016,45000,29493,15507,15507,53,53,17
2016,230000,131300,100000,98700,77,75,213
2016,321000,208060,115000,112940,56,54,166
2016,140000,153501,-11981,-13501,-8,-9,212
2016,130000,180900,-50900,-50900,-28,-28,78
2016,298000,156550,143000,141450,92,90,133
2016,359900,161600,199900,198300,125,123,289
2016,290000,185000,105000,105000,57,57,76
2016,298000,270000,28000,28000,10,10,67
2016,270000,185000,85000,85000,46,46,33
2016,345000,174730,172000,170270,99,97,140
2016,370000,223619,148595,146381,67,65,126
2016,411000,270000,141000,141000,52,52,11
2016,412000,360570,55000,51430,15,14,329
2016,900000,444400,460000,455600,105,103,322
2016,424900,151500,274900,273400,183,180,175
2016,465000,277750,190000,187250,69,67,232
2016,256000,141400,116000,114600,83,81,278
2016,328900,211000,117900,117900,56,56,63
2016,250000,2000,248000,248000,12400,12400,14
2016,645000,328250,320000,316750,98,97,294
2016,310000,185001,124999,124999,68,68,81
2016,220000,222200,0,-2200,0,-1,222
2016,303000,156250,146750,146750,94,94,90
2016,266000,139078,128299,126922,93,91,250
2016,451000,262600,191000,188400,73,72,217
2016,432000,99950,332050,332050,332,332,32
2016,585000,434300,155000,150700,36,35,163
2016,460000,433795,30500,26205,7,6,140
2016,417000,271821,147870,145179,55,53,212
2016,250000,171801,79900,78199,47,46,156
2016,334475,237350,99475,97125,42,41,238
2016,735485,283810,454485,451675,162,159,272
2016,490000,272700,220000,217300,81,80,162
2016,336000,175000,161000,161000,92,92,84
2016,485000,279770,208000,205230,75,73,146
2016,156000,305000,-149000,-149000,-49,-49,7
2016,9800,259065,-246700,-249265,-96,-96,356
2016,583000,305525,280500,277475,93,91,222
2016,423000,237350,188000,185650,80,78,327
2016,549900,277750,274900,272150,100,98,334
2016,240000,180552,61236,59448,34,33,308
2016,241500,349178,-107678,-107678,-31,-31,84
2016,235000,42521,192900,192479,458,453,143
2016,200000,137500,62500,62500,45,45,81
2016,750000,454500,300000,295500,67,65,203
2016,228000,160743,68849,67257,43,42,220
2016,372750,208565,166250,164185,81,79,132
2016,266000,151500,116000,114500,77,76,279
2016,375000,338000,37000,37000,11,11,32
2016,289077,156000,133077,133077,85,85,24
2016,459000,372861,89831,86139,24,23,263
2016,701537,328250,376537,373287,116,114,223
2016,420000,339733,83631,80267,25,24,162
2016,264500,101,264400,264399,264400,261781,267
2016,495000,454500,45000,40500,10,9,359
2016,240000,196950,45000,43050,23,22,185
2016,280000,181800,100000,98200,56,54,167
2016,515555,311966,203589,203589,65,65,92
2016,435000,242400,195000,192600,81,79,281
2016,276250,252000,24250,24250,10,10,1
2016,290000,202000,90000,88000,45,44,154
2016,305000,204000,101000,101000,50,50,62
2016,312901,393227,-76433,-80326,-20,-20,265
2016,485000,255530,232000,229470,92,90,113
2016,155000,151197,5300,3803,4,3,129
2016,220007,168558,53118,51449,32,31,151
2016,861081,343400,521081,517681,153,151,251
2016,575000,420000,155000,155000,37,37,102
2016,435000,227250,210000,207750,93,91,119
2016,739900,398950,344900,340950,87,85,236
2016,235000,177636,59123,57364,34,32,147
2016,690000,338350,355000,351650,106,104,357
2016,289900,176750,114900,113150,66,64,158
2016,326000,323200,6000,2800,2,1,146
2016,245000,240380,7000,4620,3,2,122
2016,29493,100,29393,29393,29393,29393,73
2016,176000,3000,173000,173000,5767,5767,58
2016,594900,353500,244900,241400,70,68,177
2016,220500,105000,115500,115500,110,110,79
2016,160000,166738,-6738,-6738,-4,-4,73
2016,332250,258055,76750,74195,30,29,132
2016,257500,130000,127500,127500,98,98,99
2016,147955,167000,-19045,-19045,-11,-11,83
2016,397500,315000,82500,82500,26,26,8
2016,255000,188000,67000,67000,36,36,71
2016,233500,3535,230000,229965,6571,6505,238
2016,259900,176000,83900,83900,48,48,9
2016,319900,114588,206447,205312,182,179,322
2016,610000,178770,433000,431230,245,241,268
2016,410000,149594,260406,260406,174,174,16
2016,189000,386740,-197740,-197740,-51,-51,72
2016,370000,171700,200000,198300,118,115,248
2016,553950,85850,468950,468100,552,545,356
2016,580000,328250,255000,251750,78,77,170
2016,405000,409050,0,-4050,0,-1,189
2016,216000,197262,18738,18738,10,10,27
2016,190000,158139,31861,31861,20,20,68
2016,220794,227000,-6206,-6206,-3,-3,70
2016,352085,90900,262085,261185,291,287,226
2016,173300,171700,3300,1600,2,1,177
2016,361000,302950,61050,58051,20,19,256
2016,295700,1500,294200,294200,19613,19613,24
2016,201984,196326,7602,5658,4,3,110
2016,550000,323200,230000,226800,72,70,138
2016,290000,181800,110000,108200,61,60,115
2016,205000,3000,202000,202000,6733,6733,49
2016,154000,130000,24000,24000,18,18,3
2016,6000,3300,2700,2700,82,82,58
2016,352000,186850,167000,165150,90,88,147
2016,360000,360000,0,0,0,0,37
2016,296500,242400,56500,54100,24,22,277
2016,375000,234731,142593,140269,61,60,346
2016,295000,240000,55000,55000,23,23,18
2016,453750,441345,16775,12405,4,3,127
2016,435000,318655,119500,116345,38,37,337
2016,400000,227250,175000,172750,78,76,147
2016,375000,375000,0,0,0,0,1
2016,223000,212175,12926,10825,6,5,245
2016,258500,70700,188500,187800,269,266,209
2016,381400,233310,150400,148090,65,63,224
2016,959900,391880,571900,568020,147,145,271
2016,500000,260580,242000,239420,94,92,127
2016,853500,522170,336500,331330,65,63,314
2016,285000,165640,121000,119360,74,72,168
2016,280000,1,279999,279999,27999900,27722672,314
2016,465000,445461,23950,19540,5,4,287
2016,375000,323200,55000,51800,17,16,323
2016,465000,465000,0,0,0,0,4
2016,285000,372463,-83775,-87463,-23,-23,188
2016,217000,175781,41219,41219,23,23,38
2016,462000,395000,67000,67000,17,17,18
2016,215000,167408,49250,47593,30,28,187
2016,22000,10000,12000,12000,120,120,26
2016,235000,161620,73380,73380,45,45,56
2016,171500,143170,29748,28330,21,20,141
2016,665600,791885,-118445,-126285,-15,-16,92
2016,430000,207050,225000,222950,110,108,304
2016,520000,292900,230000,227100,79,78,280
2016,742000,338350,407000,403650,121,119,325
2016,242500,154733,89299,87767,58,57,100
2016,525000,446250,78750,78750,18,18,72
2016,480000,400000,80000,80000,20,20,27
2016,262000,108171,154900,153829,145,142,225
2016,363500,363500,0,0,0,0,2
2016,299000,302899,-900,-3899,0,-1,344
2016,463000,232300,233000,230700,101,99,140
2016,231000,211329,21763,19671,10,9,275
2016,460000,305525,157500,154475,52,51,169
2016,255000,8000,247000,247000,3088,3088,19
2016,196000,177962,19800,18038,11,10,307
2016,172000,186261,-12417,-14261,-7,-8,176
2016,505000,489850,20000,15150,4,3,258
2016,164000,142000,22000,22000,15,15,6
2016,290000,210080,82000,79920,39,38,280
2016,210000,165000,45000,45000,27,27,53
2016,270000,124230,147000,145770,120,117,253
2016,302000,143420,160000,158580,113,111,182
2016,230000,80800,150000,149200,188,185,215
2016,380000,223302,156698,156698,70,70,53
2016,452783,272700,182783,180083,68,66,327
2016,250000,140421,110969,109579,80,78,235
2016,329950,228260,103950,101690,46,45,347
2016,745000,176750,570000,568250,326,322,297
2016,700000,656399,50100,43601,8,7,142
2016,543500,365000,178500,178500,49,49,48
2016,267000,131300,137000,135700,105,103,188
2016,171000,170000,1000,1000,1,1,24
2016,160000,290173,-127300,-130173,-44,-45,323
2016,369900,77770,292900,292130,380,376,252
2016,240000,212100,30000,27900,14,13,220
2016,445200,503347,-58147,-58147,-12,-12,43
2016,250000,141400,110000,108600,79,77,182
2016,162750,294945,-129275,-132195,-44,-45,157
2016,475000,434300,45000,40700,10,9,238
2016,375000,219170,158000,155830,73,71,134
2016,186400,3000,183400,183400,6113,6113,27
2016,335000,399960,-61000,-64960,-15,-16,130
2016,300000,290000,10000,10000,3,3,26
2016,260000,141400,120000,118600,86,84,95
2016,310000,169175,142500,140825,85,83,148
2016,575000,292361,285534,282639,99,97,232
2016,2500,3000,-500,-500,-17,-17,5
2016,372500,372500,0,0,0,0,4
2016,675000,414100,265000,260900,65,63,270
2016,276000,232300,46000,43700,20,19,112
2016,680000,281790,401000,398210,144,141,341
2016,511500,366701,148430,144799,41,39,117
2016,230000,130000,100000,100000,77,77,40
2016,190000,190000,0,0,0,0,3
2016,135000,100000,35000,35000,35,35,46
2016,154000,140101,13899,13899,10,10,16
2016,1500,2900,-1400,-1400,-48,-48,11
2016,540000,111715,429391,428285,388,383,280
2016,267000,207050,62000,59950,30,29,168
2016,151600,165000,-13400,-13400,-8,-8,59
2016,779000,313100,469000,465900,151,149,189
2016,297900,215954,84084,81946,39,38,242
2016,199000,148470,52000,50530,35,34,191
2016,189503,318150,-125497,-128647,-40,-40,181
2016,455000,429250,30000,25750,7,6,119
2016,226000,206848,21200,19152,10,9,227
2016,193581,228000,-34419,-34419,-15,-15,19
2016,140467,140467,0,0,0,0,40
2016,235000,186500,50347,48500,27,26,237
2016,915000,508030,412000,406970,82,80,314
2016,550000,423190,131000,126810,31,30,116
2016,260000,158619,102951,101381,66,64,153
2016,539000,333300,209000,205700,63,62,251
2016,312000,15000,297000,297000,1980,1980,28
2016,3600000,2080000,1520000,1520000,73,73,1
2016,314000,292799,24100,21201,8,7,348
2016,276500,175432,102805,101068,59,58,153
2016,621500,460820,160680,160680,35,35,49
2016,250000,192541,57459,57459,30,30,56
2016,308000,200889,109100,107111,55,53,87
2016,349000,228765,122500,120235,54,53,153
2016,330000,222200,110000,107800,50,49,131
2016,494000,487700,6300,6300,1,1,25
2016,566000,322190,247000,243810,77,76,320
2016,442000,476720,-30000,-34720,-6,-7,248
2016,549900,417332,136700,132568,33,32,322
2016,260000,243427,18983,16573,8,7,167
2016,247000,195400,51600,51600,26,26,26
2016,125000,101000,25000,24000,25,24,132
2016,1,429250,-424999,-429249,-100,-100,347
2016,215000,159595,56985,55405,36,35,358
2016,500000,277750,225000,222250,82,80,317
2016,500000,348450,155000,151550,45,43,165
2016,362000,362000,0,0,0,0,3
2016,8000,4000,4000,4000,100,100,47
2016,389000,41000,348000,348000,849,849,66
2016,330000,181801,149999,148199,83,82,122
2016,235000,212100,25000,22900,12,11,140
2016,69000,128987,-59987,-59987,-47,-47,51
2016,165000,191900,-25000,-26900,-13,-14,192
2016,270000,214120,58000,55880,27,26,197
2016,159139,221190,-59861,-62051,-27,-28,113
2016,325000,191395,135500,133605,72,70,105
2016,260000,171890,89812,88110,53,51,119
