year,spl_adjusted,spp_adjusted,price_diff,price_diff_adjusted,percent_increase,percent_increase_adjusted,days_between_sales
2005,349935,225090,101500,124845,55,55,213
2005,239850,152400,75000,87450,63,57,335
2005,183270,167280,13000,15990,10,10,130
2005,490647,399627,74000,91020,23,23,226
2005,172815,142558,28250,30258,25,21,300
2005,485850,24600,375000,461250,1875,1875,21
2005,258300,188595,61500,69705,41,37,320
2005,424350,282900,115000,141450,50,50,88
2005,132348,153195,-16949,-20847,-14,-14,72
2005,349935,287820,50500,62115,22,22,241
2005,362850,61500,245000,301350,490,490,80
2005,290280,239268,47600,51012,25,21,289
2005,547350,412050,110000,135300,33,33,211
2005,280932,224647,45760,56285,25,25,196
2005,338250,282285,45500,55965,20,20,143
2005,236037,262894,-21835,-26857,-10,-10,127
2005,61500,178350,-95000,-116850,-66,-66,86
2005,289050,228384,49322,60666,27,27,71
2005,839475,839475,0,0,0,0,6
2005,285975,257070,23500,28905,11,11,203
2005,238005,252150,-11500,-14145,-6,-6,70
2005,343785,221400,99500,122385,55,55,215
2005,340710,215900,107000,124810,63,58,288
2005,189113,189113,0,0,0,0,7
2005,579945,579945,0,0,0,0,8
2005,175767,12300,132900,163467,1329,1329,229
2005,179580,123963,45217,55617,45,45,82
2005,246000,193110,43000,52890,27,27,174
2005,133670,111785,17793,21885,20,20,234
2005,650670,301350,284000,349320,116,116,1
2005,295200,125460,138000,169740,135,135,185
2005,196800,160023,29900,36777,23,23,60
2005,264450,236160,23000,28290,12,12,152
2005,290772,233700,46400,57072,24,24,91
2005,178350,168018,8400,10332,6,6,20
2005,215127,172126,34960,43001,25,25,242
2005,441570,384375,46500,57195,15,15,219
2005,307500,307500,0,0,0,0,18
2005,166296,177099,-8783,-10803,-6,-6,81
2005,143910,129150,12000,14760,11,11,32
2005,521520,440389,65960,81131,18,18,31
2005,215250,161130,44000,54120,34,34,109
2005,1211550,989330,206000,222220,26,22,352
2005,249690,222250,28000,27440,16,12,330
2005,542430,381300,131000,161130,42,42,205
2005,538498,228600,257803,309898,143,136,303
2005,332100,237390,77000,94710,40,40,34
2005,188190,152766,28800,35424,23,23,27
2005,233700,179070,49000,54630,35,31,316
2005,270477,285750,-5100,-15273,-2,-5,314
2005,250889,166050,68975,84839,51,51,150
2005,389516,99015,236180,290501,293,293,136
2005,159900,279210,-97000,-119310,-43,-43,65
2005,682650,682650,0,0,0,0,4
2005,225090,203137,23050,21954,14,11,328
2005,147600,153750,-5000,-6150,-4,-4,209
2005,289050,346860,-47000,-57810,-17,-17,8
2005,355470,226060,111000,129410,62,57,275
2005,325950,73800,205000,252150,342,342,14
2005,248460,208915,37500,39545,23,19,336
2005,590400,455100,110000,135300,30,30,97
2005,448950,209100,195000,239850,115,115,177
2005,196800,196800,0,0,0,0,12
2005,377610,343170,28000,34440,10,10,230
2005,278595,239850,31500,38745,16,16,194
2005,242310,194340,39000,47970,25,25,140
2005,293970,215250,64000,78720,37,37,117
2005,295077,295077,0,0,0,0,10
2005,121155,53523,54985,67632,126,126,6
2005,248460,227550,17000,20910,9,9,77
2005,200834,150007,41323,50827,34,34,181
2005,288927,205349,67950,83579,41,41,131
2005,393600,393600,0,0,0,0,1
2005,209100,204180,4000,4920,2,2,179
2005,516600,393600,100000,123000,31,31,155
2005,166050,215250,-40000,-49200,-23,-23,1
2005,344400,344400,0,0,0,0,105
2005,362850,132715,190500,230135,182,173,364
2005,367770,295200,59000,72570,25,25,55
2005,276135,86254,154375,189881,220,220,132
2005,886830,516600,301000,370230,72,72,185
2005,190650,190650,0,0,0,0,41
2005,274782,199260,61400,75522,38,38,192
2005,209100,174045,28500,35055,20,20,96
2005,295077,242925,42400,52152,21,21,115
2005,285237,73800,171900,211437,287,287,192
2005,702945,139700,461500,563245,420,403,361
2005,233700,209423,25100,24277,15,12,343
2005,206505,188805,14390,17700,9,9,171
2005,189789,116850,59300,72939,62,62,215
2005,337020,268140,56000,68880,26,26,132
2005,205410,158750,42000,46660,34,29,342
2005,279210,202950,62000,76260,38,38,166
2005,307377,83820,183900,223557,279,267,317
2005,199875,141450,47500,58425,41,41,123
2005,202950,108240,77000,94710,88,88,87
2005,257070,43050,174000,214020,497,497,1
2005,184500,184500,0,0,0,0,53
2005,119310,153750,-28000,-34440,-22,-22,209
2005,184439,100245,68450,84194,84,84,36
2005,43050,44450,0,-1400,0,-3,293
2005,527670,295200,189000,232470,79,79,176
2005,295139,271830,18950,23309,9,9,243
2005,160023,172323,-10000,-12300,-7,-7,6
2005,584250,491877,75100,92373,19,19,245
2005,163590,148338,12400,15252,10,10,140
2005,239850,166173,59900,73677,44,44,166
2005,236775,148338,71900,88437,60,60,154
2005,243540,166050,63000,77490,47,47,56
2005,177124,164824,10000,12300,7,7,5
2005,232470,199260,27000,33210,17,17,93
2005,360390,247845,91500,112545,45,45,249
2005,221400,444500,-170000,-223100,-49,-50,365
2005,244770,186960,47000,57810,31,31,148
2005,615000,279400,280000,335600,127,120,330
2005,159900,185367,-20705,-25467,-14,-14,86
2005,590400,496305,76500,94095,19,19,158
2005,227550,92250,110000,135300,147,147,256
2005,253380,202950,41000,50430,25,25,83
2005,112545,67650,36500,44895,66,66,47
2005,333330,261929,58050,71402,27,27,252
2005,369000,209550,135000,159450,82,76,276
2005,260945,254000,12150,6945,6,3,272
2005,218835,235575,-13609,-16739,-7,-7,191
2005,282777,67650,174900,215127,318,318,164
2005,277365,209100,55500,68265,33,33,237
2005,178350,246000,-55000,-67650,-28,-28,3
2005,246000,181425,52500,64575,36,36,83
2005,313035,267525,37000,45510,17,17,136
2005,295077,186960,87900,108117,58,58,166
2005,322875,311150,17500,11725,7,4,301
2005,210945,166665,36000,44280,27,27,140
2005,330870,242925,71500,87945,36,36,127
2005,196800,114903,66583,81897,71,71,155
2005,338250,227304,90200,110946,49,49,77
2005,36900,36900,0,0,0,0,18
2005,254487,260022,-4500,-5535,-2,-2,1
2005,164824,6350,129003,158474,2580,2496,323
2005,434315,319800,93102,114515,36,36,149
2005,177120,182880,0,-5760,0,-3,345
2005,94647,61500,26949,33147,54,54,31
2005,387450,350550,30000,36900,11,11,24
2005,392370,301350,74000,91020,30,30,65
2005,260022,254487,4500,5535,2,2,37
2005,260754,260754,0,0,0,0,8
2005,212790,171393,38045,41397,28,24,272
2005,228780,146050,71000,82730,62,57,299
2005,179211,209550,-19300,-30339,-12,-14,357
2005,208977,167895,33400,41082,24,24,111
2005,178350,153750,20000,24600,16,16,64
2005,399627,307500,74900,92127,30,30,133
2005,197969,98400,80950,99569,101,101,153
2005,1056570,970280,95000,86290,12,9,301
2005,177120,176236,719,884,1,1,140
2005,750300,577850,155000,172450,34,30,313
2005,541200,474345,66500,66855,18,14,314
2005,367770,298387,64050,69384,27,23,309
2005,282900,110700,140000,172200,156,156,224
2005,129812,129812,0,0,0,0,165
2005,231855,116850,93500,115005,98,98,146
2005,147600,142680,4000,4920,3,3,139
2005,209100,143510,57000,65590,50,46,354
2005,516600,338250,145000,178350,53,53,124
2005,463710,392430,68000,71280,22,18,263
2005,398520,301350,79000,97170,32,32,252
2005,257070,214266,34800,42804,20,20,228
2005,316356,269985,37700,46371,17,17,241
2005,277980,83820,160000,194160,242,232,299
2005,233700,215744,14598,17956,8,8,70
2005,190650,178403,9957,12247,7,7,54
2005,361620,368877,-5900,-7257,-2,-2,103
2005,51046,196800,-118499,-145754,-74,-74,10
2005,126690,61500,53000,65190,106,106,240
2005,185792,123000,51050,62792,51,51,152
2005,148830,154980,-5000,-6150,-4,-4,181
2005,404670,276750,104000,127920,46,46,52
2005,151290,110700,33000,40590,37,37,19
2005,742920,393600,284000,349320,89,89,188
2005,295077,161500,108599,133577,83,83,234
2005,332100,127000,170000,205100,170,162,258
2005,553500,506730,51000,46770,13,9,263
2005,212052,184500,22400,27552,15,15,207
2005,276750,246000,25000,30750,13,13,122
2005,321030,252150,56000,68880,27,27,135
2005,313650,233700,65000,79950,34,34,106
2005,158670,154398,3473,4272,3,3,52
2005,113775,48895,54000,64880,140,133,268
2005,233700,3076,187499,230624,7497,7497,21
2005,239850,179819,48806,60031,33,33,176
2005,225459,222123,8400,3336,5,2,361
2005,338250,258300,65000,79950,31,31,216
2005,239850,246000,-5000,-6150,-3,-3,9
2005,228165,166050,50500,62115,37,37,108
2005,399750,79950,260000,319800,400,400,237
2005,380070,346860,27000,33210,10,10,107
2005,79950,55350,20000,24600,44,44,70
2005,282900,115005,136500,167895,146,146,196
2005,176628,178452,-1483,-1824,-1,-1,106
2005,237390,253419,-13032,-16029,-6,-6,78
2005,325950,289050,30000,36900,13,13,14
2005,253011,178350,60700,74661,42,42,90
2005,208977,180340,27900,28637,20,16,346
2005,440955,218440,186500,222515,108,102,275
2005,146985,108284,31464,38701,36,36,55
2005,141327,120234,17149,21093,18,18,190
2005,245939,123000,99950,122939,100,100,245
2005,369000,246000,100000,123000,50,50,42
2005,132225,110700,17500,21525,19,19,140
2005,154660,110700,35740,43960,40,40,68
2005,303810,159900,117000,143910,90,90,166
2005,276135,149860,106500,126275,90,84,356
2005,248460,173355,65500,75105,48,43,295
2005,260754,69850,156995,190904,285,273,250
2005,461250,48001,335975,413249,861,861,134
2005,184500,157547,21913,26953,17,17,81
2005,316110,227550,72000,88560,39,39,151
2005,158670,154,128875,158516,103100,103100,230
2005,430439,216866,179189,213572,105,98,344
2005,282900,43050,195000,239850,557,557,45
2005,774900,774900,0,0,0,0,7
2005,430500,362850,55000,67650,19,19,189
2005,276750,199260,63000,77490,39,39,114
2005,215250,161925,47500,53325,37,33,319
2005,196124,149225,41950,46899,36,31,308
2005,347352,251878,77621,95474,38,38,84
2005,232470,182040,41000,50430,28,28,65
2005,159900,160020,4000,-120,3,0,266
2005,225090,234950,-2000,-9860,-1,-4,265
2005,215127,53408,131479,161719,303,303,212
2005,258300,151875,86524,106425,70,70,76
2005,236775,168509,55501,68266,41,41,105
2005,153750,110700,35000,43050,39,39,56
2005,172200,85485,70500,86715,101,101,10
2005,1008600,1008600,0,0,0,0,7
2005,200490,141450,48000,59040,42,42,175
2005,215988,215988,0,0,0,0,1
2005,1322250,1365250,0,-43000,0,-3,266
2005,292740,177800,98000,114940,70,65,259
2005,111315,222630,-90500,-111315,-50,-50,1
2005,295077,175260,101900,119817,74,68,300
2005,221339,31075,154686,190264,612,612,209
2005,196800,95325,82500,101475,106,106,166
2005,335175,99060,194500,236115,249,238,273
2005,970470,209550,624000,760920,378,363,344
2005,393655,233700,130045,159955,68,68,10
2005,184500,120038,52408,64462,54,54,147
2005,190281,157440,26700,32841,21,21,77
2005,159900,156719,2586,3181,2,2,88
2005,241695,175275,54000,66420,38,38,153
2005,519675,519675,0,0,0,0,11
2005,183270,152520,25000,30750,20,20,34
2005,811800,811800,0,0,0,0,14
2005,224475,151290,59500,73185,48,48,111
2005,169125,144545,19984,24580,17,17,48
2005,221277,134112,74300,87165,70,65,256
2005,220786,193725,22001,27061,14,14,49
2005,307377,322783,-12525,-15406,-5,-5,195
2005,253380,113775,113500,139605,123,123,5
2005,238497,150232,71760,88265,59,59,75
2005,255225,224663,30600,30562,17,14,292
2005,188190,188190,0,0,0,0,82
2005,252150,146370,86000,105780,72,72,188
2005,245877,181179,52600,64698,36,36,45
2005,246000,186960,48000,59040,32,32,100
2005,239850,174660,53000,65190,37,37,189
2005,166647,166647,0,0,0,0,11
2005,360390,317320,35016,43070,14,14,67
2005,237390,212725,25500,24665,15,12,326
2005,208485,174476,27650,34010,19,19,119
2005,270477,212725,52400,57752,31,27,321
2005,313527,313527,0,0,0,0,41
2005,307500,177800,110000,129700,79,73,335
2005,166050,146370,16000,19680,13,13,113
2005,247230,36900,171000,210330,570,570,146
2005,275292,199875,61315,75417,38,38,105
2005,87330,128535,-33500,-41205,-32,-32,156
2005,194955,173990,21500,20965,16,12,364
2005,147477,82550,54900,64927,84,79,344
2005,242310,110700,107000,131610,119,119,140
2005,241080,198599,34537,42481,21,21,106
2005,701100,463956,192800,237144,51,51,174
2005,331977,204180,103900,127797,63,63,179
2005,442800,276750,135000,166050,60,60,186
2005,261129,199260,50300,61869,31,31,79
2005,268325,325950,-46850,-57626,-18,-18,188
2005,60270,234950,-136000,-174680,-74,-74,250
2005,150675,85943,52628,64732,75,75,203
2005,170847,102090,55900,68757,67,67,117
2005,478470,279400,169000,199070,77,71,309
2005,116850,38100,65000,78750,217,207,286
2005,220170,220170,0,0,0,0,159
2005,473550,473550,0,0,0,0,7
2005,694950,819460,-101228,-124510,-15,-15,229
2005,404670,381000,29000,23670,10,6,271
2005,189420,173547,12905,15873,9,9,124
2005,151751,141450,8375,10301,7,7,47
2005,239727,149568,73300,90159,60,60,130
2005,522750,319800,165000,202950,63,63,117
2005,85485,86100,-500,-615,-1,-1,17
2005,287820,178181,93700,109639,67,62,250
2005,316110,240465,61500,75645,31,31,73
2005,575640,521520,44000,54120,10,10,228
2005,201720,136525,56500,65195,53,48,237
2005,144525,125472,15490,19053,15,15,38
2005,264450,198030,54000,66420,34,34,175
2005,413280,374166,31800,39114,10,10,78
2005,174660,159900,12000,14760,9,9,78
2005,461250,248460,173000,212790,86,86,156
2005,230625,198030,26500,32595,16,16,66
2005,233085,212090,22500,20995,13,10,317
2005,196739,145079,42000,51660,36,36,51
2005,381300,239850,115000,141450,59,59,216
2005,282285,205410,62500,76875,37,37,170
2005,350489,361887,0,-11398,0,-3,365
2005,707250,437880,219000,269370,62,62,129
2005,159900,18478,114977,141422,765,765,91
2005,148215,143995,3431,4220,3,3,104
2005,202581,161991,33000,40590,25,25,133
2005,927420,553500,304000,373920,68,68,159
2005,338250,297660,33000,40590,14,14,203
2005,197415,19916,144308,177499,891,891,110
2005,211560,152520,48000,59040,39,39,103
2005,319800,211560,88000,108240,51,51,71
2005,430500,356700,60000,73800,21,21,41
2005,319800,319800,0,0,0,0,5
2005,230625,61500,137500,169125,275,275,167
2005,239850,141450,80000,98400,70,70,56
2005,156210,146370,8000,9840,7,7,2
2005,528900,177800,290000,351100,207,197,349
2005,349320,271772,63047,77548,29,29,140
2005,389910,356577,27100,33333,9,9,132
2005,245078,227550,14250,17528,8,8,144
2005,246000,181784,52208,64216,35,35,117
2005,250674,167895,67300,82779,49,49,123
2005,193110,178289,12050,14822,8,8,164
2005,233577,122385,90400,111192,91,91,1
2005,266295,236855,30000,29440,16,12,337
2005,196800,163836,26800,32964,20,20,130
2005,565800,463550,95000,102250,26,22,313
2005,233577,233577,0,0,0,0,172
2005,817950,817950,0,0,0,0,12
2005,273716,215900,52533,57816,31,27,227
2005,273060,207870,53000,65190,31,31,215
2005,112023,112023,0,0,0,0,195
2005,296430,73800,181000,222630,302,302,156
2005,180810,177398,2774,3412,2,2,12
2005,221277,176259,36600,45018,26,26,103
2005,371460,63501,251999,307959,504,485,273
2005,313650,307439,5050,6212,2,2,81
2005,295200,135300,130000,159900,118,118,203
2005,473550,264450,170000,209100,79,79,157
2005,331663,15875,257145,315788,2057,1989,267
2005,194340,147600,38000,46740,32,32,58
2005,282777,190650,74900,92127,48,48,119
2005,189420,151130,35000,38290,29,25,333
2005,524595,110700,336500,413895,374,374,150
2005,244647,73800,138900,170847,232,232,204
2005,227550,178350,40000,49200,28,28,14
2005,249690,175583,60250,74108,42,42,174
2005,430439,282716,120100,147723,52,52,168
2005,227550,154940,63000,72610,52,47,335
2005,246000,202565,40500,43435,25,21,260
2005,196185,184500,9500,11685,6,6,1
2005,756450,338250,340000,418200,124,124,160
2005,436650,397376,31930,39274,10,10,80
2005,424227,323850,89900,100377,35,31,293
2005,255311,233045,24070,22266,13,10,311
2005,184500,126075,47500,58425,46,46,52
2005,227550,147600,65000,79950,54,54,159
2005,338250,295200,35000,43050,15,15,161
2005,476010,278130,168000,197880,77,71,225
2005,209592,156210,47400,53382,39,34,222
2005,227550,130023,79290,97527,75,75,147
2005,307377,249690,46900,57687,23,23,132
2005,180810,142680,31000,38130,27,27,104
2005,289050,120650,140000,168400,147,140,248
2005,183885,160515,19000,23370,15,15,57
2005,258300,178350,65000,79950,45,45,33
2005,316092,91635,182485,224457,245,245,201
2005,249112,273060,-19470,-23948,-9,-9,78
2005,327180,276860,48000,50320,22,18,314
2005,1143900,565150,485000,578750,109,102,320
2005,275520,190500,74000,85020,49,45,363
2005,215250,120540,77000,94710,79,79,58
2005,151290,151290,0,0,0,0,11
2005,368877,253749,93600,115128,45,45,149
2005,245877,157440,71900,88437,56,56,163
2005,147477,147477,0,0,0,0,3
2005,369000,304800,60000,64200,25,21,219
2005,428040,342773,78100,85267,29,25,329
2005,233700,246000,-10000,-12300,-5,-5,46
2005,436527,309245,111400,127282,46,41,343
2005,350550,349250,10000,1300,4,0,287
2005,86100,87166,-867,-1066,-1,-1,196
2005,233700,159900,60000,73800,46,46,42
2005,356577,196800,129900,159777,81,81,188
2005,274290,274290,0,0,0,0,8
2005,282777,53408,186479,229369,429,429,188
2005,269678,153135,94750,116543,76,76,84
2005,383760,203200,152000,180560,95,89,319
2005,211437,127000,71900,84437,72,66,325
2005,663585,425450,204500,238135,61,56,255
2005,12300,262890,-197000,-250590,-95,-95,245
2005,236775,222123,17600,14652,10,7,304
2005,444030,306885,111500,137145,45,45,160
2005,288312,157440,106400,130872,83,83,205
2005,305992,53408,205353,252584,473,473,184
2005,169826,183570,-11174,-13744,-7,-7,14
2005,272593,2349945,-1688904,-2077352,-88,-88,188
2005,257070,172200,69000,84870,49,49,160
2005,270846,53408,176779,217438,407,407,184
2005,252642,252642,0,0,0,0,56
2005,408360,408360,0,0,0,0,8
2005,726930,419100,261000,307830,79,73,287
2005,313650,313650,0,0,0,0,2
2005,196739,38676,128506,158062,409,409,212
2005,180810,134439,37700,46371,34,34,64
2005,467277,341436,102310,125841,37,37,84
2005,178350,165241,10658,13109,8,8,207
2005,891750,342900,455000,548850,169,160,335
2005,233700,195570,31000,38130,20,20,174
2005,357930,227181,106300,130749,58,58,96
2005,344400,169740,142000,174660,103,103,121
2005,399750,346012,52550,53739,19,16,337
2005,216480,181483,33100,34997,23,19,243
2005,153750,215250,-50000,-61500,-29,-29,1
2005,200490,30750,138000,169740,552,552,133
2005,56580,1414500,-1104000,-1357920,-96,-96,4
2005,762600,762600,0,0,0,0,25
2005,223860,223860,0,0,0,0,96
2005,73800,73800,0,0,0,0,1
2005,387450,188559,161700,198891,105,105,81
2005,132840,141326,-6899,-8486,-6,-6,159
2005,602577,570230,40900,32347,9,6,256
2005,226320,6150,179000,220170,3580,3580,120
2005,418200,125460,238000,292740,233,233,18
2005,264327,281375,-6655,-17048,-3,-6,292
2005,297660,196185,82500,101475,52,52,116
2005,304425,105780,161500,198645,188,188,165
2005,762477,9840,611900,752637,7649,7649,184
2005,467400,372110,87000,95290,30,26,334
2005,253380,164973,76100,88407,59,54,258
2005,522750,228600,245000,294150,136,129,348
2005,510450,495237,25050,15214,6,3,295
2005,859770,793750,74000,66020,12,8,231
2005,258300,169740,72000,88560,52,52,135
2005,384375,346710,39500,37665,14,11,318
2005,589170,589170,0,0,0,0,14
2005,384375,346710,39500,37665,14,11,318
2005,384375,346710,39500,37665,14,11,318
2005,338250,314960,27000,23290,11,7,284
2005,215250,167640,43000,47610,33,28,343
2005,384375,346710,39500,37665,14,11,318
2005,159900,110085,40500,49815,45,45,50
2005,227534,178012,40262,49522,28,28,116
2005,319677,209550,94900,110127,58,53,281
2005,98400,99422,-831,-1022,-1,-1,174
2005,212790,184500,23000,28290,15,15,58
2005,189420,82550,89000,106870,137,129,289
2005,291510,255225,29500,36285,14,14,204
2005,273060,165735,91500,107325,70,65,295
2005,151290,131610,16000,19680,15,15,42
2005,578100,455295,111500,122805,31,27,316
2005,270477,79950,154900,190527,238,238,204
2005,199875,172200,22500,27675,16,16,94
2005,166050,98646,54800,67404,68,68,183
2005,184274,215250,-25184,-30976,-14,-14,29
2005,311190,253380,47000,57810,23,23,90
2005,191880,139298,42750,52583,38,38,84
2005,311190,253380,47000,57810,23,23,90
2005,457560,249075,169500,208485,84,84,134
2005,311190,253380,47000,57810,23,23,90
2005,311190,253380,47000,57810,23,23,90
2005,412050,393600,15000,18450,5,5,56
2005,244770,234950,14000,9820,8,4,350
2005,221400,159900,50000,61500,38,38,183
2005,184500,184451,40,49,0,0,151
2005,216480,172508,35750,43973,25,25,50
2005,152520,164722,-9920,-12202,-7,-7,133
2005,209100,132840,62000,76260,57,57,83
2005,196800,30750,135000,166050,540,540,7
2005,203811,166050,30700,37761,23,23,1
2005,61500,56580,4000,4920,9,9,6
2005,289050,76200,175000,212850,292,279,244
2005,54120,55880,0,-1760,0,-3,231
2005,217907,184500,27160,33407,18,18,193
2005,295077,98400,159900,196677,200,200,139
2005,377610,338250,32000,39360,12,12,61
2005,297660,297660,0,0,0,0,10
2005,175275,170970,3500,4305,3,3,126
2005,244770,78740,137000,166030,221,211,291
2005,228780,199390,29000,29390,18,15,278
2005,404670,375150,24000,29520,8,8,130
2005,455100,247230,169000,207870,84,84,96
2005,798270,527050,234000,271220,56,51,236
2005,405777,261583,117231,144194,55,55,180
2005,448950,301350,120000,147600,49,49,75
2005,228780,110700,96000,118080,107,107,132
2005,209223,167403,34000,41820,25,25,81
2005,316110,246000,57000,70110,29,29,62
2005,211560,135983,61445,75577,56,56,131
2005,28364,28364,0,0,0,0,4
2005,281055,148590,111500,132465,95,89,285
2005,257070,156117,86073,100953,70,65,205
2005,322260,227550,77000,94710,42,42,138
2005,172047,150432,21426,21616,18,14,333
2005,235545,202756,31850,32790,20,16,333
2005,253995,209100,36500,44895,21,21,89
2005,530130,387350,126000,142780,41,37,248
2005,213282,175890,30400,37392,21,21,42
2005,632835,356700,224500,276135,77,77,180
2005,248460,184500,52000,63960,35,35,143
2005,196800,180975,17500,15825,12,9,324
2005,356639,310268,37700,46371,15,15,1
2005,224475,184500,32500,39975,22,22,120
2005,461250,373797,71100,87453,23,23,79
2005,32103,215250,-148900,-183147,-85,-85,1
2005,104550,363834,-210800,-259284,-71,-71,52
2005,285975,273050,17500,12925,8,5,277
2005,221339,163590,46950,57749,35,35,126
2005,272322,244983,28500,27339,15,11,204
2005,364080,364080,0,0,0,0,1
2005,610080,577850,41000,32230,9,6,352
2005,186678,233712,-38239,-47034,-20,-20,160
2005,313650,220980,81000,92670,47,42,359
2005,273060,131610,115000,141450,107,107,155
2005,416970,282900,109000,134070,47,47,168
2005,205410,206025,-500,-615,0,0,100
2005,368877,279149,72950,89729,32,32,141
2005,210330,147846,50800,62484,42,42,110
2005,215250,32103,148900,183147,571,571,15
2005,168510,189420,-17000,-20910,-11,-11,111
2005,273985,172200,82752,101785,59,59,191
2005,224475,172200,42500,52275,30,30,114
2005,350550,254000,85000,96550,43,38,301
2005,212175,155794,45838,56381,36,36,83
2005,218817,89439,105185,129378,145,145,139
2005,255225,167640,75500,87585,57,52,243
2005,872070,167640,577000,704430,437,420,341
2005,199260,129150,57000,70110,54,54,167
2005,239850,199260,33000,40590,20,20,89
2005,225090,194310,30000,30780,20,16,201
2005,159514,165037,-264,-5523,0,-3,362
2005,184377,163830,20900,20547,16,13,359
2005,221400,141450,65000,79950,57,57,134
2005,381300,276750,85000,104550,38,38,92
2005,255840,303810,-39000,-47970,-16,-16,84
2005,281670,196850,74000,84820,48,43,305
2005,206886,129150,63200,77736,60,60,157
2005,285360,249262,29348,36098,14,14,164
2005,313650,213868,86600,99782,51,47,213
2005,367770,202827,134100,164943,81,81,158
2005,202858,147320,48925,55538,42,38,266
2005,445260,355600,82000,89660,29,25,298
2005,212790,178350,28000,34440,19,19,69
2005,522627,394215,104400,128412,33,33,102
2005,197907,371460,-141100,-173553,-47,-47,151
2005,584250,495300,85000,88950,22,18,273
2005,184500,36900,120000,147600,400,400,48
2005,218817,67650,122900,151167,223,223,166
2005,418077,7380,333900,410697,5565,5565,3
2005,270600,225090,37000,45510,20,20,132
2005,7380,7380,0,0,0,0,1
2005,25205,140970,-90508,-115765,-82,-82,289
2005,137433,155505,-14693,-18072,-12,-12,132
2005,319739,127000,159950,192739,160,152,251
2005,282162,61500,179400,220662,359,359,117
2005,430500,370290,48951,60210,16,16,99
2005,324720,244770,65000,79950,33,33,111
2005,150675,124795,24236,25880,25,21,205
2005,205410,163682,33925,41728,25,25,78
2005,356700,241300,100000,115400,53,48,303
2005,332100,298323,35100,33777,15,11,357
2005,522750,326390,168000,196360,65,60,204
2005,184500,184500,0,0,0,0,13
2005,206640,129540,66000,77100,65,60,300
2005,717090,717090,0,0,0,0,5
2005,216818,67650,121275,149168,221,221,162
2005,861000,495300,310000,365700,79,74,232
2005,387450,153670,194000,233780,160,152,303
2005,170355,130688,32250,39668,30,30,123
2005,239850,178350,50000,61500,34,34,47
2005,295200,41820,206000,253380,606,606,187
2005,430500,307439,100050,123062,40,40,146
2005,196800,34290,133000,162510,493,474,268
2005,227550,215900,15000,11650,9,5,257
2005,184484,2460,147987,182024,7399,7399,55
2005,247845,181610,53850,66236,36,36,63
2005,168510,102966,53288,65544,64,64,92
2005,405900,171585,190500,234315,137,137,155
2005,287943,233553,50200,54390,27,23,237
2005,166050,123000,35000,43050,35,35,15
2005,266295,256540,14500,9755,7,4,252
2005,221400,83820,114000,137580,173,164,272
2005,318570,203200,99000,115370,62,57,209
2005,300120,248920,48000,51200,24,21,284
2005,184439,159900,19950,24539,15,15,54
2005,310575,260350,47500,50225,23,19,326
2005,416970,301625,101500,115345,43,38,272
2005,661125,177800,397500,483325,284,272,244
2005,246000,191880,44000,54120,28,28,122
2005,932340,965200,-2000,-32860,0,-3,206
2005,276750,213360,57000,63390,34,30,198
2005,210822,172200,31400,38622,22,22,88
2005,765060,719550,37000,45510,6,6,131
2005,448950,376380,59000,72570,19,19,164
2005,227550,194340,27000,33210,17,17,170
2005,292617,245385,38400,47232,19,19,162
2005,343170,313690,32000,29480,13,9,262
2005,295200,285687,15050,9514,7,3,311
2005,154581,154212,300,369,0,0,21
2005,399750,341591,56031,58159,21,17,350
2005,104550,187944,-67800,-83394,-44,-44,97
2005,226320,116850,89000,109470,94,94,149
2005,239850,196800,35000,43050,22,22,21
2005,166050,162054,3249,3996,2,2,1
2005,492000,215900,230000,276100,135,128,281
2005,92250,86100,5000,6150,7,7,7
2005,252150,221400,25000,30750,14,14,59
2005,325950,325950,0,0,0,0,15
2005,86100,53198,26750,32903,62,62,1
2005,252150,187325,57500,64825,39,35,332
2005,295077,188468,91500,106609,62,57,347
2005,756450,362585,329500,393865,115,109,283
2005,252765,156210,82500,96555,67,62,325
2005,301104,202950,79800,98154,48,48,140
2005,216480,116850,81000,99630,85,85,132
2005,332100,237908,76579,94192,40,40,113
2005,136530,86100,41000,50430,59,59,54
2005,701100,418200,230000,282900,68,68,125
2005,265065,160638,84900,104427,65,65,96
2005,86100,103666,-11627,-17566,-14,-17,364
2005,196677,158750,34900,37927,28,24,315
2005,166050,165463,477,587,0,0,16
2005,771825,771825,0,0,0,0,32
2005,377610,232470,118000,145140,62,62,144
2005,473550,299720,149000,173830,63,58,312
2005,239850,241300,5000,-1450,3,-1,196
2005,916350,577850,290000,338500,64,59,293
2005,434347,92250,278128,342097,371,371,126
2005,276750,73800,165000,202950,275,275,142
2005,467400,356565,90110,110835,31,31,149
2005,395445,873760,-366500,-478315,-53,-55,196
2005,181425,142587,31576,38838,27,27,36
2005,243479,177800,57950,65679,41,37,282
2005,270908,245745,26750,25163,14,10,356
2005,292735,163195,109496,129540,85,79,203
2005,286221,286221,0,0,0,0,2
2005,485850,228600,215000,257250,119,113,309
2005,56580,43050,11000,13530,31,31,148
2005,181284,123000,47385,58284,47,47,76
2005,177120,163115,11386,14005,9,9,76
2005,243540,243540,0,0,0,0,9
2005,270600,69723,165100,200877,301,288,285
2005,375150,327660,47000,47490,18,14,299
2005,365003,350550,11750,14453,4,4,102
